"Sending Domain","Date","DateGroup","Sent","Delivered","Opens","Clicks","Unsubscribes","Disabled","Revenue","Complaints","Blocks","Hard Bounces","Soft Bounces","Raw Opens","Raw Clicks","Raw Unsubscribes","Raw Complaints","Raw Disabled"
"yayjobs.net","2025-12-25","12/25","1018704","1018613","505431","4473","4735","90","722.26739970129","3635","1","1","89","654114","7447","5051","3635","90"
"email1.rg.expertjobmatch.com","2026-01-26","01/26","1018592","1018586","490685","8670","8202","6","1463.2442113236","0","0","4","2","679534","12701","8569","0","6"
"email1.rg.expertjobmatch.com","2025-12-05","12/05","1018553","1018545","458214","7924","6422","8","1489.8532035826","0","0","7","1","618978","12280","6646","0","8"
"email1.rg.expertjobmatch.com","2025-12-24","12/24","1018446","1018440","430294","5423","4464","6","969.19899805263","0","0","3","3","557021","8598","5180","0","6"
"email1.rg.expertjobmatch.com","2026-02-05","02/05","1018394","1018387","468052","7741","7496","7","1307.5448138509","0","0","4","3","644058","11652","7760","0","7"
"rg.expertjobmatch.com","2026-01-02","01/02","1018386","1018347","475218","8206","7833","28","1495.7381990477","877","11","5","23","638847","12317","8143","877","28"
"rg.expertjobmatch.com","2026-01-04","01/04","1018191","1018163","468941","7985","7213","14","1551.6322092861","1754","14","2","12","621868","12413","7507","1754","14"
"email1.rg.expertjobmatch.com","2026-02-06","02/06","1018064","1018055","456246","6863","7121","9","1164.5581108257","0","0","6","3","618695","10674","7375","0","9"
"email1.rg.expertjobmatch.com","2025-11-13","11/13","1017954","1017947","471405","8141","7041","7","1590.8451949889","0","0","3","4","639612","12590","7309","0","7"
"yayjobs.net","2025-12-15","12/15","1017992","1017924","447470","6492","6806","68","972.49120115116","4532","0","3","65","626071","9622","7145","4532","68"
"email1.rg.expertjobmatch.com","2025-12-17","12/17","1017922","1017916","460818","7985","6965","6","1525.1559048276","0","0","4","2","627395","11923","7253","0","6"
"yayjobs.net","2026-01-16","01/16","1017711","1017643","440295","7160","6774","68","935.28780247178","5543","0","6","62","593597","10796","7595","5543","68"
"email1.rg.expertjobmatch.com","2026-01-15","01/15","1017631","1017621","456485","7563","7642","10","1345.2100086603","0","0","7","3","609978","11132","7954","0","10"
"email1.rg.expertjobmatch.com","2025-12-04","12/04","1017564","1017554","463488","8527","7591","10","1726.01169769","0","0","8","2","631355","13296","7846","0","10"
"rg.expertjobmatch.com","2025-12-30","12/30","1017436","1017404","456716","8069","7625","19","1417.2382039295","883","13","3","16","613373","12206","7895","883","19"
"yayjobs.net","2025-11-26","11/26","1017312","1017288","549907","6093","6601","24","909.03920090478","4545","0","0","24","721321","9304","6961","4545","24"
"email1.rg.expertjobmatch.com","2026-01-20","01/20","1017107","1017097","489330","9227","7886","10","1671.7059143251","0","0","6","4","676933","13611","8229","0","10"
"email1.rg.expertjobmatch.com","2026-01-19","01/19","1016876","1016870","486744","8551","7552","6","1456.2391057014","1","0","4","2","663416","12427","7889","1","6"
"yayjobs.net","2026-01-31","01/31","1016799","1016728","537521","6656","6550","71","825.74080134556","0","0","2","69","712135","10966","7180","0","71"
"yayjobs.net","2025-11-30","11/30","1016740","1016703","507630","5996","7506","37","846.05100313202","4546","0","6","31","674500","9551","7851","4546","37"
"email1.rg.expertjobmatch.com","2025-12-16","12/16","1016698","1016690","460125","8178","6593","8","1616.7874103514","0","0","5","3","626009","12214","6914","0","8"
"yayjobs.net","2025-12-22","12/22","1016756","1016675","535834","6043","7092","80","899.34000013256","3665","1","2","78","722400","8988","7415","3665","80"
"yayjobs.net","2025-12-03","12/03","1016688","1016647","547407","7047","8516","40","1139.0099960342","5393","1","4","36","737537","10739","8943","5393","40"
"betterjobsonline.com","2025-12-26","12/26","1016575","1016487","419390","6616","6932","88","1013.2859989293","4593","0","9","79","568872","10235","7342","4593","88"
"email1.rg.expertjobmatch.com","2025-12-14","12/14","1016444","1016435","453097","7017","5997","9","1361.2477083635","0","0","3","6","622473","11212","6187","0","9"
"yayjobs.net","2026-01-15","01/15","1016381","1016308","456306","7607","7318","73","976.22790109366","4574","0","9","64","618933","11404","8589","4574","73"
"yayjobs.net","2026-02-10","02/10","1016376","1016303","554998","7764","8213","73","972.2778040194","0","0","3","70","760518","12123","9001","0","73"
"rg.expertjobmatch.com","2025-11-12","11/12","1016331","1016300","474917","8192","7057","19","1649.8727965318","0","12","5","14","643976","12566","7433","0","19"
"rg.expertjobmatch.com","2025-12-26","12/26","1016249","1016218","447369","6700","6141","14","1213.8275071932","870","17","4","10","595004","10164","6326","870","14"
"betterjobsonline.com","2025-11-13","11/13","1016168","1016128","530395","8458","8385","40","1453.6693025269","3681","0","3","37","725305","12920","8800","3681","40"
"yayjobs.net","2026-02-01","02/01","1016184","1016121","549718","7018","6473","63","935.89230167214","2736","0","6","57","731998","11084","6828","2736","63"
"yayjobs.net","2026-01-11","01/11","1016110","1016018","546301","7237","7689","92","1041.9799040877","4556","0","8","84","725015","11399","8255","4556","92"
"rg.expertjobmatch.com","2025-11-11","11/11","1015961","1015935","473122","8024","7503","15","1649.8663976914","867","11","1","14","636924","12369","7976","867","15"
"email1.rg.expertjobmatch.com","2025-11-12","11/12","1015939","1015932","474229","8366","6931","7","1681.3005891703","0","0","7","0","647008","12978","7219","0","7"
"yayjobs.net","2025-12-31","12/31","1015990","1015908","514849","5391","6761","82","797.80449995399","4516","0","4","78","675218","8875","7176","4516","82"
"email1.rg.expertjobmatch.com","2025-12-10","12/10","1015909","1015899","464981","8564","8737","10","1718.4013985684","0","0","5","5","637794","12814","8986","0","10"
"yayjobs.net","2026-02-04","02/04","1015853","1015781","562266","8027","8108","72","1051.7451032167","2733","0","5","67","768818","12511","8537","2733","72"
"yayjobs.net","2026-01-10","01/10","1015857","1015779","519543","6733","7060","45","951.3376021944","3649","1","9","68","679982","10911","7448","3649","45"
"email1.rg.expertjobmatch.com","2025-12-08","12/08","1015636","1015627","479829","8854","7056","9","1742.2140967464","0","0","4","5","663348","13131","7357","0","9"
"email1.rg.expertjobmatch.com","2025-12-25","12/25","1015562","1015557","432426","5043","4372","5","930.64449736476","0","0","3","2","557866","8304","4797","0","5"
"email1.rg.expertjobmatch.com","2025-12-15","12/15","1015427","1015414","385590","8227","6312","13","1558.0240145726","0","0","8","5","543215","11844","6683","0","13"
"email1.rg.expertjobmatch.com","2025-12-11","12/11","1015393","1015386","464338","8187","8024","7","1616.7611013642","0","0","5","2","631948","12286","8296","0","7"
"email1.rg.expertjobmatch.com","2026-01-13","01/13","1015354","1015346","481756","9057","8238","8","1528.8744103685","0","0","8","0","660886","13321","8533","0","8"
"yayjobs.net","2025-12-01","12/01","1015349","1015297","563237","7032","8842","52","1127.2952989135","4531","0","7","45","770216","10550","9308","4531","52"
"yayjobs.net","2026-01-12","01/12","1015234","1015153","564647","8196","8805","81","1142.8276014156","4543","0","16","65","774101","11955","9232","4543","81"
"yayjobs.net","2026-02-02","02/02","1015221","1015144","573487","8191","7717","76","1099.9037003461","3644","1","7","69","786864","12378","8202","3644","76"
"yayjobs.net","2025-11-27","11/27","1015097","1015058","516510","5207","5563","39","759.84950070991","1","0","5","34","664567","8229","5880","1","39"
"email1.rg.expertjobmatch.com","2026-02-08","02/08","1015006","1014995","454387","6110","6284","11","1071.1884095697","1","0","7","4","599536","9821","6611","1","11"
"email1.rg.expertjobmatch.com","2025-12-09","12/09","1014972","1014964","472031","8540","7383","8","1654.9252038393","0","0","5","3","648669","12993","7854","0","8"
"rg.expertjobmatch.com","2025-12-28","12/28","1014939","1014899","446926","7024","6452","26","1254.8712043944","1752","14","6","20","588689","11253","6757","1752","26"
"yayjobs.net","2026-02-06","02/06","1014913","1014850","544131","7012","7379","62","966.31850259658","2736","1","10","52","737529","10937","7817","2736","62"
"rg.expertjobmatch.com","2025-12-27","12/27","1014663","1014639","440997","6544","6224","10","1240.1446129251","868","14","3","7","577838","10677","6522","868","10"
"email1.rg.expertjobmatch.com","2025-11-21","11/21","1014548","1014541","459607","7244","6887","7","1367.1656973222","0","0","5","2","614391","11281","7196","0","7"
"rg.expertjobmatch.com","2026-01-10","01/10","1014528","1014492","448458","7280","6698","19","1326.2460103557","885","17","4","15","586600","11762","8268","885","19"
"email1.rg.expertjobmatch.com","2026-01-11","01/11","1014417","1014414","467326","7701","7018","3","1412.9463093998","0","0","1","2","618322","12089","7601","0","3"
"email1.rg.expertjobmatch.com","2025-11-22","11/22","1014273","1014269","451589","6480","6013","4","1264.7270011241","0","0","3","1","588061","11045","6266","0","4"
"email1.rg.expertjobmatch.com","2026-01-12","01/12","1014269","1014264","494866","9395","8305","5","1767.5011130944","0","0","3","2","684838","13917","8601","0","5"
"yayjobs.net","2025-12-17","12/17","1014309","1014253","534425","6401","7223","55","1000.642802502","3673","1","2","53","719693","9626","7581","3673","55"
"email1.rg.expertjobmatch.com","2026-01-09","01/09","1014220","1014214","471086","8186","7241","6","1447.9762064675","0","0","6","0","634156","12273","7718","0","6"
"rg.expertjobmatch.com","2025-11-10","11/10","1014241","1014209","480947","8147","6863","22","1609.0768809826","867","10","7","15","654641","11983","7147","867","22"
"email1.rg.expertjobmatch.com","2025-11-20","11/20","1013734","1013727","467948","8032","7816","6","1551.2826963793","0","1","3","3","632138","12399","8156","0","6"
"email1.rg.expertjobmatch.com","2025-11-27","11/27","1013635","1013630","438287","5296","4768","5","1012.9778987141","0","0","3","2","562385","8514","5041","0","5"
"rg.expertjobmatch.com","2026-02-08","02/08","1013601","1013583","450324","6266","6428","11","1063.4122105176","886","7","5","6","595637","10033","6794","886","11"
"yayjobs.net","2026-02-03","02/03","1013608","1013553","566292","8053","8120","54","1063.5474025616","0","1","4","50","776032","12494","8549","0","54"
"email1.rg.expertjobmatch.com","2025-11-26","11/26","1013548","1013545","448592","6646","5959","3","1327.7186932685","0","0","2","1","595001","10297","6172","0","3"
"betterjobsonline.com","2025-12-27","12/27","1013310","1013229","412631","6878","7002","81","1039.4802021245","4579","0","4","77","552048","11107","7492","4579","81"
"yayjobs.net","2025-12-26","12/26","1013195","1013123","520972","5436","6570","72","875.26740000956","3633","0","2","70","696365","8400","6862","3633","72"
"yayjobs.net","2026-02-07","02/07","1013186","1013123","529452","6320","6432","63","857.63200264564","2713","0","5","58","702972","10507","6872","2713","63"
"email1.rg.expertjobmatch.com","2025-11-23","11/23","1013092","1013087","437869","6846","5972","5","1334.5875038612","0","0","4","1","579309","11502","6188","0","5"
"yayjobs.net","2026-01-02","01/02","1012729","1012670","499791","5795","8293","58","877.96039989963","5430","1","4","54","680996","8863","8772","5430","58"
"email1.rg.expertjobmatch.com","2026-02-09","02/09","1012592","1012581","482580","7951","7462","11","1321.0206181072","0","0","8","3","669042","11539","7696","0","11"
"betterjobsonline.com","2025-11-12","11/12","1012512","1012442","534828","8739","9159","69","1467.1410997258","0","1","9","60","735742","13618","9692","0","69"
"rg.expertjobmatch.com","2025-11-09","11/09","1012468","1012435","456115","6687","6323","20","1343.033000798","865","13","3","17","598309","10863","6667","865","20"
"email1.rg.expertjobmatch.com","2025-11-24","11/24","1012411","1012400","472180","8073","6749","11","1607.9750893731","0","0","7","4","639006","12267","7089","0","11"
"yayjobs.net","2026-02-05","02/05","1012411","1012340","551112","7428","7849","71","969.64210120915","3657","0","5","66","748929","11494","8229","3657","71"
"yayjobs.net","2025-12-07","12/07","1012366","1012323","541305","6007","7182","43","926.58320431225","4588","0","3","40","713667","9567","7707","4588","43"
"email1.rg.expertjobmatch.com","2025-11-19","11/19","1012157","1012149","476993","8233","7601","8","1560.2522963881","0","0","6","2","647004","12738","7870","0","8"
"yayjobs.net","2025-12-24","12/24","1012180","1012107","503148","4677","5373","73","774.16729749646","3658","0","6","67","655085","7643","5784","3658","73"
"yayjobs.net","2025-12-27","12/27","1012166","1012072","514543","5689","6667","93","886.2428028835","3656","1","10","83","677109","9243","7374","3656","93"
"yayjobs.net","2025-12-02","12/02","1012004","1011973","531779","6667","8529","31","1044.5416000658","5464","0","3","28","721456","10120","9031","5464","31"
"email1.rg.expertjobmatch.com","2026-01-10","01/10","1011849","1011840","460039","7418","6738","9","1350.7396098431","0","0","7","2","604437","12078","8290","0","9"
"email1.rg.expertjobmatch.com","2026-02-10","02/10","1011651","1011645","463987","7771","7316","6","1283.3352207169","0","0","4","2","641202","11617","7618","0","6"
"email1.rg.expertjobmatch.com","2025-11-10","11/10","1011599","1011591","483923","8705","6875","8","1756.6568791633","0","0","7","1","663212","13120","7125","0","8"
"yayjobs.net","2025-12-11","12/11","1011642","1011584","519470","6432","8014","58","991.60169894854","0","0","3","55","704966","9898","8495","0","58"
"yayjobs.net","2026-01-13","01/13","1011462","1011404","557470","7849","8521","58","1087.732604214","4540","0","6","52","758972","12114","8960","4540","58"
"email1.rg.expertjobmatch.com","2025-11-16","11/16","1011348","1011341","462284","7092","6450","7","1376.6837991942","0","0","5","2","608770","11627","6717","0","7"
"yayjobs.net","2025-12-05","12/05","1011318","1011283","560256","6656","6764","35","1046.2629971709","4502","0","5","30","745879","10246","7176","4502","35"
"yayjobs.net","2025-12-29","12/29","1011149","1011061","542184","6719","8442","88","1074.7651997837","4508","0","9","79","737665","10395","8843","4508","88"
"email1.rg.expertjobmatch.com","2025-11-15","11/15","1011027","1011012","452196","6464","6120","14","1264.0702991188","0","1","10","4","590818","11126","6372","0","14"
"email1.rg.expertjobmatch.com","2026-01-01","01/01","1010910","1010900","456756","6921","5884","10","1284.0180051606","0","0","5","5","598647","11053","6088","0","10"
"email1.rg.expertjobmatch.com","2025-11-18","11/18","1010865","1010856","470941","8265","8385","9","1562.9393961909","0","0","4","5","642408","13089","8689","0","9"
"email1.rg.expertjobmatch.com","2025-11-28","11/28","1010787","1010774","441022","6459","5585","13","1255.5172927496","0","0","8","5","583455","10240","5859","0","13"
"betterjobsonline.com","2025-12-28","12/28","1010735","1010629","418274","7514","7296","106","1115.6682975078","4552","0","10","96","564081","11925","7855","4552","106"
